Gene_Name,10_S254,11_S255,12_S256,1_S245,2_S246,3_S247,4_S248,5_S249,6_S250,7_S251,8_S252,9_S253
Timm8a2,3,0,3,2,1,1,0,1,1,1,0,1
Timm9,466,581,476,537,1147,696,827,668,946,440,419,991
Timmdc1,722,639,712,1146,1431,872,874,942,1729,1002,1076,948
Timp1,8,2,2,8,18,9,7,7,4,2,0,6
Timp2,11944,12303,22790,17568,45526,27283,18986,10330,28317,5476,13296,27443
Timp3,5549,6476,7729,10706,14693,7344,7366,9410,12367,6543,5853,11319
Timp4,1189,1159,1886,1944,2688,1676,1661,1677,2948,1888,1907,2104
Tinag,1,1,4,0,5,0,2,1,0,0,1,1
Tinagl1,238,233,164,488,532,145,181,327,428,154,122,411
Tincr,37,18,18,19,68,27,23,36,29,16,21,16
Tinf2,489,357,477,503,735,447,614,607,793,500,404,604
Tiparp,995,1430,2101,1779,3527,1473,1762,1958,2629,1622,1969,2305
Tipin,383,411,584,713,973,531,741,590,941,638,513,798
Tiprl,1569,1792,2288,2540,4231,2641,2790,2528,4077,2284,2547,2969
Tirap,113,148,230,363,489,148,227,311,357,221,244,316
Tjap1,486,532,625,881,1151,644,653,846,1019,584,621,736
Tjp1,5185,7550,10977,12268,17065,10114,10586,12443,17436,12312,10277,12429
Tjp2,1589,1562,1993,2927,3828,2170,1961,2561,3758,1979,2019,2369
Tjp3,186,246,102,464,419,97,93,305,375,96,89,393
Tk1,2,3,10,14,17,5,13,11,15,2,13,4
Tkfc,589,326,430,487,762,450,525,448,737,409,452,640
Tkt,4731,5063,6650,8501,11131,5720,6607,7123,10880,6621,5730,7894
Tktl1,1,1,5,3,5,3,3,0,14,2,3,4
Tktl2,8,18,29,23,33,21,28,20,40,23,14,25
Tlcd1,387,419,665,578,1075,591,639,469,880,558,439,759
Tlcd2,2,3,4,2,8,5,4,7,15,3,3,8
Tlcd3a,234,440,618,822,1122,558,597,660,997,477,611,723
Tlcd3b,1710,1714,2316,2268,3577,2086,2224,2305,3155,1961,1978,2301
Tlcd4,3132,4314,6222,6785,9952,5603,6399,6810,9873,6961,6294,7644
Tlcd5,761,1053,1306,1563,2296,1375,1469,1382,2071,1327,1128,1723
Tldc2,6,1,3,5,5,2,2,1,5,1,2,3
Tle1,3334,2950,4065,4470,6732,4051,4670,5050,7434,5464,4256,4786
Tle2,633,703,807,724,1831,886,766,619,923,476,723,950
Tle3,2466,2333,2901,3610,5019,4306,3139,3333,4728,2488,2992,3374
Tle4,2936,3889,5798,6186,8686,3935,5335,5455,9047,5704,5055,6070
Tle5,12927,12628,16885,17508,25272,15605,17146,18206,24592,16720,16039,18285
Tle6,28,23,44,35,97,53,46,30,46,21,34,51
Tlk1,2846,4683,6196,6620,9965,6358,6675,7395,10931,7573,5863,7424
Tlk2,1877,2398,3376,3754,5795,3426,3579,3422,5517,3550,3044,4100
Tll1,319,407,348,643,822,443,492,618,825,558,595,578
Tll2,46,70,83,267,234,97,143,151,268,153,149,160
Tln1,3365,2694,3511,5204,6777,3294,3554,4439,6191,3457,3644,4847
Tln2,10094,10712,13897,15769,24550,14834,14084,15060,25418,15461,14964,17653
Tlnrd1,1390,878,1056,1193,2127,1293,1231,1408,1946,1209,1133,1378
Tlr1,2,84,120,110,143,87,6,137,180,171,117,112
Tlr11,0,1,0,4,2,0,0,3,0,0,0,2
Tlr12,9,17,18,14,37,12,17,17,20,20,19,10
Tlr13,142,157,226,151,194,166,217,176,392,199,146,183
Tlr2,47,83,44,155,195,79,54,159,169,67,39,113
Tlr3,375,586,947,1051,1361,735,805,912,1511,996,760,953
Tlr4,108,126,218,234,373,241,225,295,280,183,185,296
Tlr5,18,16,16,11,36,27,19,19,27,10,11,15
Tlr6,34,72,84,102,135,104,62,91,153,100,83,109
Tlr7,160,186,319,253,420,215,221,232,337,256,218,278
Tlr8,1,7,4,14,18,11,4,6,8,4,10,19
Tlr9,62,71,134,86,130,87,83,96,156,106,79,100
Tlx1,0,0,0,1,0,0,0,0,0,0,0,0
Tlx2,2,0,0,1,1,0,0,1,2,0,0,0
Tlx3,0,1,0,0,1,0,0,0,0,1,2,0
Tm2d1,508,716,931,1087,1685,1128,1098,1068,1574,945,911,1310
Tm2d2,1485,1455,1838,2353,3354,2002,1961,2298,3296,1884,1883,2453
Tm2d3,840,832,1051,1206,1992,1097,1060,1193,1844,1042,1064,1307
Tm4sf1,487,397,501,904,944,499,392,660,832,318,397,714
Tm4sf19,0,3,1,1,7,6,1,1,3,0,1,3
Tm4sf20,0,0,0,0,0,0,0,0,0,0,0,0
Tm4sf4,0,0,1,0,0,0,0,0,2,0,0,1
Tm4sf5,14,4,7,7,49,13,4,7,7,8,1,5
Tm6sf1,385,455,658,653,1175,670,615,582,1038,674,669,756
Tm6sf2,47,58,47,36,123,64,44,43,51,32,96,75
Tm7sf2,381,325,414,472,749,349,456,378,589,359,369,474
Tm7sf3,1912,2144,3315,4052,5173,2805,3341,3677,5010,3056,2955,3840
Tm9sf1,1425,1431,1679,2165,2973,1838,1775,1904,2850,1514,1481,2246
Tm9sf2,5763,6987,9582,11444,16171,10350,10931,10400,15166,10007,8913,12491
Tm9sf3,9027,11287,15302,17404,25081,15636,18004,17514,25662,16727,14661,20203
Tm9sf4,3220,3565,4932,5620,9488,5337,4989,5126,8357,4779,4481,5939
Tma16,136,196,303,287,507,230,326,302,420,279,217,307
Tma7,1200,1536,1931,2377,3566,2243,2197,2323,3391,2037,1984,2412
Tma7-ps,35,11,35,26,42,19,23,33,25,25,20,31
Tmbim1,866,860,1076,1961,1909,953,1085,1655,2020,1106,1141,1416
Tmbim4,665,928,1177,1567,2068,1010,1115,1387,1878,1175,988,1509
Tmbim6,13920,11173,14380,17345,25116,15265,15660,16003,23379,14151,13955,17464
Tmbim7,1,0,4,2,0,0,0,2,0,1,2,2
Tmc1,1,0,0,1,2,0,0,0,1,1,1,0
Tmc2,3,0,1,3,1,0,3,1,1,0,0,0
Tmc3,9,16,19,40,30,22,19,29,40,26,31,31
Tmc4,50,63,46,94,231,52,37,56,76,23,63,52
Tmc5,4,7,11,10,11,8,5,5,6,5,6,6
Tmc6,178,149,223,329,338,192,169,222,324,175,157,294
Tmc7,509,599,1029,970,1564,791,776,819,1200,982,740,1161
Tmc8,24,12,36,32,64,27,39,19,36,24,24,25
Tmcc1,5724,6934,9639,9733,14043,8241,9848,10341,16118,10901,8683,9750
Tmcc2,13437,12439,17427,17256,25797,17074,17075,16735,26947,17096,16905,20262
Tmcc3,3078,3369,4575,6041,6928,4229,4863,5501,7549,4401,4863,5689
Tmco1,619,1189,1571,1998,2716,1784,1673,1766,2616,1711,1495,2035
Tmco2,0,1,1,1,5,1,5,1,4,2,2,2
Tmco3,1687,1585,1945,2749,3781,2208,2232,2404,3516,2053,2064,2594
Tmco5,9,16,10,14,65,5,15,21,20,22,10,14
Tmco5b,2,3,8,1,6,0,1,1,6,2,2,4
Tmco6,284,257,398,361,575,355,368,346,499,288,294,363
Tmed1,374,262,341,453,712,347,377,436,627,304,288,474
Tmed10,4828,6000,7712,10075,14563,8230,8519,9351,13328,8480,7234,10094
Tmed11,0,0,0,0,0,0,0,0,0,0,0,0
Tmed2,1084,1691,2215,2667,4056,2342,2171,2671,4000,2464,2062,2690
Tmed3,951,662,771,1183,1762,883,927,1070,1558,798,748,1155
Tmed4,2628,2489,3527,3534,5912,3047,3859,3543,4936,3051,3013,4070
Tmed5,980,1769,2633,2937,4508,2254,2565,3110,3765,3150,2919,3428
Tmed6,0,0,0,0,1,1,0,0,0,0,1,0
Tmed7,5278,6619,9199,10710,15830,9776,11169,10999,14987,10293,9255,12132
Tmed8,3568,3487,5416,5037,9857,5726,5610,5540,8107,5056,4920,5978
Tmed9,3475,2135,3213,3660,4920,2543,3722,3106,4170,2898,3029,3532
Tmeff1,2302,2575,3118,5113,6365,4675,4284,5146,6028,4414,3675,4943
Tmeff2,4322,3955,6694,6904,10603,3997,6084,5460,9397,6842,5328,6775
Tmem100,481,454,693,584,1091,831,760,592,968,673,676,688
Tmem101,688,461,602,795,1003,613,650,653,872,587,624,729
Tmem102,16,11,0,37,42,4,0,21,17,7,1,25
Tmem104,747,983,1347,1203,1904,1238,1171,1240,1890,1098,1099,1376
Tmem106a,16,21,31,50,74,40,24,27,58,36,43,46
Tmem106b,9553,13636,20623,21067,31525,18995,22427,22197,32667,21044,19497,24924
Tmem106c,623,750,938,1138,1807,834,890,1042,1741,784,779,1251
Tmem107,253,196,253,391,565,322,207,319,368,179,227,308
Tmem108,1164,1552,2188,2869,2865,905,1632,2207,3074,2096,1519,2417
Tmem109,1595,941,1482,1656,2679,1608,1513,1598,2328,1355,1231,1786
Tmem11,759,639,957,999,1613,914,920,1079,1546,942,864,1070
Tmem114,670,397,536,639,589,166,608,576,694,717,589,390
Tmem115,1585,1254,1800,1659,2938,1687,1669,1650,2512,1659,1474,1889
Tmem116,202,260,248,327,553,272,267,289,488,299,261,322
Tmem117,365,344,580,576,937,447,545,592,791,576,438,639
Tmem119,794,721,800,1015,1635,1005,877,1088,1532,1046,1027,1126
Tmem120a,379,303,390,554,850,525,429,477,664,403,411,596
Tmem120b,274,385,387,440,586,396,392,518,644,415,370,439
Tmem121,687,428,650,664,1243,721,627,549,1117,539,618,713
Tmem121b,4165,2550,3208,3406,6942,4774,4189,4213,5719,3693,3759,4234
Tmem123,445,893,981,1918,2132,1157,1113,1555,2137,1208,1077,1523
Tmem125,206,194,292,539,354,183,266,320,466,315,287,284
Tmem126a,212,513,651,812,1150,696,733,723,942,707,661,869
Tmem126b,459,588,802,948,1403,814,859,900,1374,1002,707,1065
Tmem127,5468,5986,7734,8562,13823,8213,8296,9158,13231,8453,7798,9316
Tmem128,453,681,837,996,1455,839,937,1001,1361,799,742,1116
Tmem129,738,897,1175,1275,2172,1173,1279,1283,1896,1052,1044,1332
Tmem130,7507,5845,8840,8598,22754,10167,8736,7584,13536,6672,7810,10708
Tmem131,3859,6084,8095,9213,14336,7847,7041,9422,13938,8992,8242,9498
Tmem131l,979,1119,1558,1344,2373,1339,1367,1533,2216,1420,1322,1647
Tmem132a,11042,6491,8999,10018,18984,12305,10376,9919,15828,8400,8221,11211
Tmem132b,12033,12256,17507,17985,26142,16101,19311,18778,27980,18918,15656,21341
Tmem132c,320,251,347,343,951,370,333,206,582,228,301,420
Tmem132cos,0,1,0,0,0,0,0,0,0,0,0,1
Tmem132d,1199,886,1049,1136,3499,1625,1218,1771,2482,1127,1101,1665
Tmem132e,846,370,786,491,2414,511,567,406,760,512,405,679
Tmem134,587,618,867,928,1276,735,709,800,1246,719,655,1002
Tmem135,2554,3711,4957,5340,7511,4576,5086,5023,7607,5464,4655,5671
Tmem138,271,302,484,513,878,443,432,436,642,411,363,534
Tmem139,4,1,0,7,1,0,0,4,3,0,0,1
Tmem140,69,50,59,72,90,53,58,56,114,71,52,54
Tmem141,191,258,304,366,569,293,315,285,486,261,312,402
Tmem143,670,685,787,990,1563,902,899,959,1581,888,932,946
Tmem144,516,865,1188,1464,1683,945,1123,1484,2115,1376,1193,1377
Tmem145,713,882,1088,882,2061,783,954,640,1348,582,829,1104
Tmem147,1016,1396,1874,2224,3114,1842,1743,1979,3097,1643,1565,2227
Tmem14a,669,626,830,1018,1464,1038,1037,1077,1479,956,881,1204
Tmem14c,888,1046,1073,1482,2108,1272,1299,1374,1815,1210,1189,1486
Tmem150a,292,370,373,374,743,353,368,371,431,194,254,466
Tmem150b,42,22,51,27,63,60,41,38,71,49,37,28
Tmem150c,2030,2344,3019,3612,5032,3861,3400,3634,5384,3287,3223,4029
Tmem150cos,2,4,6,6,12,3,6,0,2,3,0,4
Tmem151a,6475,7033,8173,10283,15487,8269,8574,10590,15083,9932,9233,10204
Tmem151b,9251,7078,9765,11994,16095,9458,9733,12008,15070,14290,10535,10870
Tmem154,3,0,6,18,4,5,3,11,15,12,3,6
Tmem156,5,5,4,9,24,16,11,4,18,12,12,16
Tmem158,1149,556,662,775,2018,1200,964,966,1234,864,701,1019
Tmem159,391,322,487,521,946,354,518,414,750,271,399,677
Tmem160,1113,420,506,659,806,511,739,565,711,486,504,692
Tmem161a,947,952,1115,1398,2145,1129,1171,1273,1705,1062,1102,1398
Tmem161b,605,1108,1419,1633,2549,1303,1461,1507,2587,1449,1335,1864
Tmem163,288,317,695,567,1334,442,495,223,600,397,366,618
Tmem164,1336,1189,1810,1664,3830,1576,1618,1669,2408,1779,1251,1992
Tmem165,948,1208,1483,1599,2542,1566,1584,1502,2408,1360,1161,1857
Tmem167,2492,3910,5503,5680,8945,5346,5637,6043,8865,5712,5293,6643
Tmem167b,2789,2965,4050,4476,6601,3835,4661,4655,6325,4653,3983,4816
Tmem168,757,1031,1437,1796,2465,1311,1667,1610,2448,1457,1312,1828
Tmem169,916,1037,1187,1264,1808,1500,1524,1564,2388,1119,1356,1522
Tmem17,154,156,211,290,425,197,248,241,396,190,230,302
Tmem170b,8357,10223,15353,14143,23036,13823,16209,15385,22681,15569,13636,17284
Tmem171,5,11,25,13,8,17,19,14,26,7,22,29
Tmem174,1,1,1,1,5,2,0,0,5,3,0,4
Tmem175,1218,1747,2171,2348,3984,2240,2203,2160,3826,1921,2137,2679
Tmem176a,464,292,502,524,1031,447,486,394,544,375,323,523
Tmem176b,1589,737,1136,1371,2105,1046,1100,1133,1673,994,937,1413
Tmem177,382,375,533,615,1047,658,601,653,924,608,569,606
Tmem178,2928,2383,3193,3403,4603,2344,3580,3374,4794,3630,3092,3134
Tmem178b,18075,19132,26691,26294,43254,23415,24604,25857,43751,24699,25297,29382
Tmem179,8257,5245,7577,7069,13242,7659,9358,7274,10876,6556,6664,8396
Tmem179b,92,132,186,213,343,165,176,221,275,124,152,247
Tmem18,1712,1433,2141,2171,3478,1830,2592,2313,3107,2001,1969,2497
Tmem181a,2538,1705,4306,4070,7365,2113,2271,4067,3466,3791,3752,4934
Tmem181b-ps,2423,355,5933,5410,11139,383,488,4730,638,4358,4693,6316
Tmem181c-ps,176,447,347,367,534,460,587,427,736,384,320,384
Tmem182,7,2,15,14,15,8,6,1,17,3,13,8
Tmem183a,2658,2874,3750,4455,6819,4182,4170,4161,6587,4248,3977,4776
Tmem184a,48,64,13,129,107,29,7,96,66,18,4,92
Tmem184b,2528,2637,3505,4094,6408,3365,2910,3510,5043,3105,3394,3485
Tmem184c,1901,3601,4952,5395,7672,5045,4932,5514,8464,5819,4818,5722
Tmem185a,1148,1582,2196,2106,3811,1945,2036,2140,3278,1907,1941,2324
Tmem185b,531,562,914,910,1541,924,921,809,1319,838,710,997
Tmem186,549,615,843,958,1890,898,963,891,1329,815,878,1061
Tmem189,1636,1621,1979,2560,3293,1911,1871,2348,3313,2086,1964,2248
Tmem19,1411,1812,2419,2324,4021,2181,2349,2179,3607,1947,2106,2772
Tmem190,2,0,1,1,0,0,0,0,0,0,1,0
Tmem191c,2142,791,1260,908,2395,1337,1724,1130,1341,1133,872,1270
Tmem192,492,398,599,611,1230,653,570,641,1129,473,688,743
Tmem196,512,594,724,967,2196,682,780,883,1240,1020,782,952
Tmem198,2404,1452,1701,2021,3306,1892,2136,2332,3038,2112,1845,2001
Tmem198b,408,392,578,586,998,506,510,525,803,468,388,586
Tmem199,933,945,1269,1474,2108,1276,1479,1390,1875,1306,1065,1494
Tmem200a,1186,2086,2194,2215,3985,3949,2890,2898,5196,1935,2611,3448
Tmem200b,58,33,63,70,115,53,63,58,74,56,41,68
Tmem200c,585,337,520,488,1114,404,556,343,780,298,355,528
Tmem201,3647,3748,5250,4997,8131,4961,4790,4884,7526,4351,4377,5908
Tmem202,12,15,10,24,40,21,14,33,22,28,14,27
Tmem203,517,432,552,578,908,517,582,574,1017,599,560,625
Tmem204,201,222,295,305,379,289,298,298,466,282,295,336
Tmem205,522,442,472,646,987,497,546,549,816,503,436,681
Tmem207,1,1,0,0,0,0,0,1,0,0,0,0
Tmem209,773,1243,1779,1975,3533,1527,1726,1825,3065,1663,1629,2054
Tmem210,1,0,0,0,3,0,2,2,0,0,2,1
Tmem211,0,0,0,0,0,1,0,0,0,0,1,0
Tmem212,88,90,66,351,206,148,85,154,200,37,117,147
Tmem213,0,0,0,0,0,0,2,0,0,0,0,0
Tmem214,1775,2030,2766,2936,5476,2738,2568,2627,4144,2222,2499,3180
Tmem215,625,676,885,989,1869,381,885,688,1124,802,862,789
Tmem216,125,107,181,245,299,183,188,175,232,106,127,181
Tmem217,0,0,0,7,1,0,0,1,2,0,0,1
Tmem218,531,444,573,870,1069,656,590,827,1095,635,604,776
Tmem219,327,346,413,506,731,364,431,377,700,373,341,455
Tmem220,44,39,24,110,102,38,39,66,67,39,21,67
Tmem221,3,3,2,16,6,2,0,5,5,4,0,6
Tmem222,2643,1982,2651,2959,4755,2634,2802,2787,4405,2512,2461,2961
Tmem223,1014,735,988,1078,1705,932,1052,1066,1749,1094,906,1143
Tmem225,0,0,0,0,0,0,0,0,0,0,0,0
Tmem229a,3903,5105,7397,9106,11635,7378,7800,8094,12873,8567,7961,8785
Tmem229b,1314,1908,2525,2585,3688,2109,2315,2639,3931,2413,2270,2764
Tmem230,524,931,1236,1321,2106,1249,1179,1260,1905,1226,1171,1386
Tmem232,50,102,138,138,197,69,115,140,265,142,68,115
Tmem233,0,0,0,1,0,3,0,0,2,0,1,0
Tmem234,1696,1726,2241,2801,3974,2324,2370,2471,3732,2245,2078,2637
Tmem235,0,0,1,1,0,0,0,0,0,0,0,1
Tmem236,16,5,10,11,33,10,11,19,36,9,6,10
Tmem237,1440,1248,1343,2338,2991,1389,1490,1855,2554,1300,1366,2233
Tmem238,72,49,59,113,119,56,46,91,91,37,42,106
Tmem238l,0,0,0,0,0,0,0,0,0,0,0,0
Tmem239,0,0,0,0,0,0,0,0,0,0,0,0
Tmem240,569,441,443,578,903,481,603,516,677,506,505,594
Tmem241,307,209,430,437,689,294,322,367,640,300,272,500
Tmem242,1105,1079,981,1253,1927,1301,1591,1135,2099,1161,980,1281
Tmem243,162,131,182,196,244,189,176,163,272,154,156,256
Tmem245,3167,3444,4860,5560,8909,4061,4650,5510,7004,4679,4652,5776
Tmem247,0,0,0,0,0,0,0,0,0,0,0,0
Tmem248,2142,2297,3302,3723,5703,3105,3358,3521,5485,3160,2818,3973
Tmem249,1,1,10,7,9,3,9,4,3,1,6,3
Tmem25,1786,2080,2815,2768,4072,2222,2935,2469,3958,2661,2329,2654
Tmem250-ps,3486,3085,3955,4639,7039,3994,4033,4734,6941,4225,3975,4746
Tmem251,210,273,330,455,644,360,351,379,593,355,303,502
Tmem252,21,29,45,22,85,9,24,9,25,20,35,14
Tmem253,2,3,5,9,17,12,1,9,17,5,11,12
Tmem255a,1804,2369,6165,3942,11379,4415,4528,2401,6398,2239,3300,5664
Tmem255b,85,108,84,180,201,111,84,96,186,110,75,190
Tmem256,966,594,701,1003,1166,885,982,838,869,680,725,1077
Tmem258,216,411,395,742,876,431,464,569,773,517,492,572
Tmem259,3445,3401,4417,4834,7320,4427,4173,4484,6716,3827,3876,4923
Tmem26,17,6,8,10,108,12,5,9,14,5,4,19
Tmem260,880,1039,1377,1929,2654,1313,1347,1778,2300,1559,1457,1631
Tmem262,1,1,0,5,0,2,1,1,2,0,0,2
Tmem263,1792,2163,2884,3543,5158,2935,3474,3454,4622,3431,2894,3892
Tmem265,130,129,167,188,262,160,150,169,228,144,155,209
Tmem266,160,183,288,240,538,174,270,252,415,267,220,330
Tmem267,535,557,1075,851,1484,1045,765,824,1348,1128,767,909
Tmem268,576,418,664,611,961,376,692,668,864,655,445,621
Tmem269,82,92,168,102,279,130,146,131,244,115,103,154
Tmem270,0,0,1,0,0,0,0,0,0,0,0,0
Tmem273,12,9,11,11,36,25,7,21,19,15,19,14
Tmem274,0,0,0,0,0,0,0,0,0,0,2,0
Tmem28,2262,2190,2864,2830,4632,2275,2747,2984,4587,2663,2726,2898
Tmem29,489,653,884,1039,1762,827,921,938,1450,920,907,1109
Tmem30a,13981,22366,29870,35298,47557,29091,35656,35622,44269,36956,30051,36462
Tmem30b,166,67,162,100,416,198,245,143,165,146,58,131
Tmem30c,1,0,5,5,16,10,3,7,5,4,6,6
Tmem33,4573,5511,7958,9618,13853,8460,8902,9174,12791,8903,8669,9972
Tmem35a,2283,2294,3735,3379,6415,2779,3405,2604,4977,2891,2488,3469
Tmem35b,51,44,83,95,202,58,73,100,138,68,73,103
Tmem37,26,48,30,60,77,18,23,26,83,24,23,64
Tmem38a,3704,4236,5785,6254,8486,4850,5835,5970,8482,5953,4730,6553
Tmem38b,616,593,773,1172,1392,668,949,1085,1282,953,737,1120
Tmem39a,277,286,340,400,720,296,318,438,543,319,348,469
Tmem39b,225,305,416,401,808,491,422,422,630,377,344,461
Tmem40,3,5,0,2,10,2,5,6,1,5,1,4
Tmem41a,654,470,597,608,881,418,612,543,862,581,607,613
Tmem41b,711,1321,1843,2133,3131,1666,1743,2077,2785,1948,1571,2109
Tmem42,312,302,244,381,599,385,392,432,569,372,419,403
Tmem43,1377,1310,1830,1921,3503,1830,1804,1808,2808,1649,1517,2188
Tmem44,930,654,1197,1232,1672,1757,934,979,2557,811,1364,998
Tmem45a,12,18,11,35,32,32,3,21,24,18,15,30
Tmem45a2,1,4,3,7,9,1,2,4,5,3,8,0
Tmem45b,7,17,2,13,24,22,13,9,33,0,9,21
Tmem47,6663,7904,12910,14182,21015,10578,13761,14086,18984,13563,10421,14140
Tmem50a,2270,2139,2738,3467,5059,3253,3147,3233,4836,2988,2813,3552
Tmem50b,3425,4520,5925,6581,9269,5983,5999,6017,9708,5678,6545,6383
Tmem51,209,168,192,295,389,244,238,252,307,249,228,248
Tmem51os1,11,5,10,8,10,10,5,6,14,5,5,11
Tmem52,76,32,78,65,62,26,70,62,78,48,56,60
Tmem52b,0,0,0,0,0,0,0,0,0,0,0,0
Tmem53,129,88,92,149,206,83,100,120,190,72,92,134
Tmem54,6,33,57,28,41,25,34,42,59,37,34,36
Tmem59,5211,4674,6163,7816,10504,6115,6901,6556,8882,5897,5415,7946
Tmem59l,8615,7704,9964,10481,15159,8971,10330,9721,15109,9702,9530,10844
Tmem60,261,415,547,786,1067,653,623,602,946,589,569,782
Tmem61,0,0,0,0,0,0,0,0,0,0,0,0
Tmem62,729,1174,1607,1821,2702,1511,1543,1705,2663,1679,1549,1880
Tmem63a,721,877,1063,2380,1804,801,927,1724,1922,998,1235,1428
Tmem63b,5012,6556,8468,8972,13369,8449,8049,8599,13762,7817,7717,10179
Tmem63c,2480,3165,4075,4399,7392,3633,3933,4002,6528,4058,3864,4382
Tmem64,1973,2567,3269,4108,7083,3926,3661,4135,5376,3939,3341,4611
Tmem65,2760,3499,4440,5885,8905,5347,4972,5433,7718,5048,4496,5940
Tmem67,441,583,792,930,1596,854,645,772,1054,534,644,969
Tmem68,1268,1430,1942,2236,3354,2244,2392,2454,3545,2447,2038,2590
Tmem69,335,409,631,653,905,538,649,660,998,623,573,742
Tmem70,889,1192,1667,2032,2612,1956,2001,1950,2701,1868,1639,2155
Tmem71,9,7,14,26,22,21,27,35,38,28,3,44
Tmem72,1226,2158,15,4996,3355,580,28,3172,2888,99,63,3560
Tmem74,721,886,960,1053,1517,1812,1313,1353,2493,916,1194,1455
Tmem74b,111,78,126,111,270,123,130,82,174,86,86,125
Tmem74bos,4,19,9,13,40,15,6,20,26,8,9,28
Tmem79,11,10,10,20,27,12,16,21,32,9,5,26
Tmem80,433,582,762,846,1244,699,699,745,1083,646,663,850
Tmem81,146,121,174,162,276,164,217,232,267,213,165,194
Tmem82,26,19,7,9,16,12,23,2,11,11,23,12
Tmem86a,563,509,484,991,1087,565,547,819,1087,551,445,930
Tmem86b,88,190,155,160,329,83,124,126,159,119,162,122
Tmem87a,2186,2309,3240,3401,5862,3342,3627,3479,5305,3264,3163,4015
Tmem87b,1769,2326,2988,3475,5684,3171,3332,3456,4912,2927,2788,3950
Tmem88,116,37,140,96,193,57,134,97,94,59,32,100
Tmem88b,2088,1742,2651,5274,3748,1537,2347,3804,4267,2713,3053,2849
Tmem89,0,0,0,3,1,6,1,0,0,3,6,0
Tmem8b,5408,5301,6928,7395,11228,6627,6928,7999,10909,6822,6248,7721
Tmem9,2246,2403,3002,3621,5004,2291,3203,3567,4967,3354,2918,3553
Tmem91,195,57,132,140,701,316,126,75,138,61,89,162
Tmem92,2,1,0,0,0,2,0,1,8,1,2,1
Tmem94,4231,3415,4607,5240,10075,5166,4482,3936,7443,3855,4326,6062
Tmem95,5,1,3,13,3,5,0,11,5,3,3,8
Tmem97,269,292,368,518,936,361,368,564,723,409,315,514
Tmem98,604,493,317,1428,1070,442,293,924,1127,369,393,952
Tmem9b,2975,3718,4373,5410,6891,4845,5004,4958,7473,4749,4654,5807
Tmf1,3935,4386,5849,6802,9707,5523,6891,6807,9383,6077,5671,7333
Tmie,163,43,118,86,583,112,71,51,116,95,45,114
Tmigd1,0,0,0,1,5,0,0,3,2,1,0,1
Tmigd3,0,3,1,0,6,9,5,6,5,4,2,5
Tmod1,849,1045,1380,2200,2528,734,1334,2055,2310,2314,1211,1537
Tmod2,32898,43476,71898,61233,108629,69988,62934,60990,112719,61264,58034,83703
Tmod3,1009,973,2040,1496,3448,2256,1325,1622,3935,1252,1337,2747
Tmod4,6,16,8,17,44,11,13,12,17,9,12,17
Tmpo,1093,1243,1830,2396,3531,1856,2154,2243,2727,1927,1804,2327
Tmppe,1095,1271,1626,1748,2865,1578,1602,1620,2660,1537,1456,1995
Tmprss11a,28,110,1,287,206,53,4,146,114,4,7,252
Tmprss11b,1,0,1,0,1,0,0,0,1,1,1,0
Tmprss11c,0,0,0,0,0,0,0,0,0,0,0,0
Tmprss11d,0,0,0,0,2,0,0,1,1,0,2,1
Tmprss11e,0,0,1,1,0,3,0,0,0,0,0,0
Tmprss11f,0,0,0,0,1,0,0,0,0,0,1,0
Tmprss11g,0,0,0,0,0,0,0,0,0,0,0,0
Tmprss12,0,0,0,0,0,0,2,0,0,0,0,0
Tmprss13,0,1,0,0,1,1,0,0,1,0,1,0
Tmprss15,0,0,0,0,0,0,0,0,0,0,0,0
Tmprss2,0,0,2,5,2,0,1,3,2,0,3,4
Tmprss3,2,0,2,1,1,0,1,1,1,0,3,1
Tmprss4,2,1,0,0,0,0,1,0,0,0,0,0
Tmprss5,15,12,24,57,39,21,15,27,41,13,15,18
Tmprss6,11,5,11,30,12,3,28,15,9,100,14,5
Tmprss7,19,39,31,43,88,24,27,48,58,60,43,47
Tmprss9,29,19,53,29,61,52,48,33,36,21,29,41
Tmsb10,893,730,848,953,2490,2119,1044,1126,1191,756,894,1260
Tmsb15a,0,0,0,0,0,0,0,0,0,0,0,0
Tmsb15b1,9,7,11,12,14,4,22,16,31,8,3,7
Tmsb15b2,0,1,1,2,3,0,0,0,0,1,4,3
Tmsb15l,0,0,0,0,0,0,0,0,0,0,0,0
Tmsb4x,9748,12013,13763,16104,20371,17728,18188,16883,19092,15534,15434,19095
Tmtc1,5107,5045,6666,8489,13106,8414,7765,9493,11792,8279,6541,8961
Tmtc2,930,1026,1556,1650,2461,1804,1584,1563,2584,1614,1516,1813
Tmtc4,860,696,1000,986,2281,1574,1256,1169,1929,695,1067,1434
Tmub1,606,481,668,701,1115,633,682,643,1097,595,698,695
Tmub2,1598,1897,2309,2527,4088,2164,2427,2627,3882,2351,2303,2790
Tmx1,1398,1960,2750,3415,4588,2614,3148,2990,4141,2751,2211,3619
Tmx2,6515,6380,8735,9716,14682,8356,9669,9090,13824,8847,8263,10248
Tmx3,3009,3974,5635,6868,9737,6164,7412,6852,9554,6044,5589,7750
Tmx4,15819,17446,26786,26162,47044,25615,29563,26481,39760,25792,22429,31126
Tnc,749,823,1099,1099,2255,1187,927,1197,2391,955,967,1018
